Timer: 0.229986
 0.000556 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind) 0.000000
 0.001667 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind) 0.000000
 0.002778 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind) 0.000000
 0.003889 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind) 0.000000
 0.822778 0.567637 0.367733 0.453249 1.057297 1.001469 0.000000
 0.823889 0.569760 0.371669 0.455618 1.058079 1.001455 0.000000
 0.825000 0.571890 0.375606 0.457997 1.058862 1.001441 0.000000
 0.826111 0.574026 0.379543 0.460388 1.059644 1.001427 0.000000
 0.827222 0.576169 0.383480 0.462789 1.060427 1.001413 0.000000
 0.828333 0.578318 0.387417 0.465201 1.061209 1.001400 0.000000
 0.829444 0.580473 0.391355 0.467623 1.061992 1.001386 0.000000
 0.830556 0.582635 0.395292 0.470057 1.062774 1.001372 0.000000
 0.831667 0.584803 0.399229 0.472501 1.063557 1.001359 0.000000
 0.832778 0.586977 0.403166 0.474956 1.064340 1.001346 0.000000
 0.833889 0.589158 0.407102 0.477422 1.065122 1.001332 0.000000
 0.835000 0.591345 0.411039 0.479899 1.065905 1.001319 0.000000
 0.836111 0.593539 0.414975 0.482387 1.066688 1.001306 0.000000
 0.837222 0.595739 0.418911 0.484886 1.067470 1.001292 0.000000
 0.838333 0.597945 0.422847 0.487395 1.068253 1.001279 0.000000
 0.839444 0.600158 0.426783 0.489916 1.069035 1.001266 0.000000
 0.840556 0.602377 0.430718 0.492447 1.069817 1.001253 0.000000
 0.841667 0.604602 0.434653 0.494989 1.070600 1.001240 0.000000
 0.842778 0.606834 0.438587 0.497543 1.071382 1.001228 0.000000
 0.843889 0.609072 0.442521 0.500107 1.072164 1.001215 0.000000
 0.845000 0.611316 0.446454 0.502682 1.072946 1.001202 0.000000
 0.846111 0.613566 0.450387 0.505269 1.073728 1.001189 0.000000
 0.847222 0.615823 0.454319 0.507866 1.074510 1.001177 0.000000
 0.848333 0.618086 0.458250 0.510475 1.075292 1.001164 0.000000
 0.849444 0.620356 0.462181 0.513094 1.076074 1.001152 0.000000
 0.850556 0.622631 0.466112 0.515725 1.076856 1.001139 0.000000
 0.851667 0.624913 0.470041 0.518366 1.077637 1.001127 0.000000
 0.852778 0.627201 0.473970 0.521019 1.078418 1.001115 0.000000
 0.853889 0.629496 0.477898 0.523683 1.079200 1.001102 0.000000
 0.855000 0.631796 0.481826 0.526358 1.079981 1.001090 0.000000
 0.856111 0.634103 0.485752 0.529044 1.080762 1.001078 0.000000
 0.857222 0.636416 0.489678 0.531741 1.081543 1.001066 0.000000
 0.858333 0.638736 0.493602 0.534450 1.082323 1.001054 0.000000
 0.859444 0.641061 0.497526 0.537170 1.083104 1.001042 0.000000
 0.860556 0.643393 0.501449 0.539900 1.083884 1.001030 0.000000
 0.861667 0.645731 0.505371 0.542643 1.084664 1.001018 0.000000
 0.862778 0.648074 0.509292 0.545396 1.085444 1.001007 0.000000
 0.863889 0.650425 0.513212 0.548160 1.086224 1.000995 0.000000
 0.865000 0.652781 0.517130 0.550936 1.087003 1.000983 0.000000
 0.866111 0.655143 0.521048 0.553723 1.087783 1.000972 0.000000
 0.867222 0.657512 0.524964 0.556521 1.088562 1.000960 0.000000
 0.868333 0.659887 0.528879 0.559331 1.089341 1.000949 0.000000
 0.869444 0.662267 0.532793 0.562152 1.090120 1.000937 0.000000
 0.870556 0.664654 0.536706 0.564984 1.090898 1.000926 0.000000
 0.871667 0.667047 0.540617 0.567827 1.091676 1.000915 0.000000
 0.872778 0.669446 0.544527 0.570682 1.092454 1.000903 0.000000
 0.873889 0.671851 0.548436 0.573547 1.093232 1.000892 0.000000
 0.875000 0.674262 0.552343 0.576425 1.094009 1.000881 0.000000
 0.876111 0.676679 0.556248 0.579313 1.094786 1.000870 0.000000
 0.877222 0.679102 0.560153 0.582213 1.095563 1.000859 0.000000
 0.878333 0.681531 0.564055 0.585124 1.096340 1.000848 0.000000
 0.879444 0.683965 0.567956 0.588046 1.097116 1.000837 0.000000
 0.880556 0.686406 0.571856 0.590980 1.097892 1.000827 0.000000
 0.881667 0.688853 0.575753 0.593924 1.098668 1.000816 0.000000
 0.882778 0.691305 0.579649 0.596880 1.099443 1.000805 0.000000
 0.883889 0.693764 0.583543 0.599848 1.100218 1.000794 0.000000
 0.885000 0.696228 0.587436 0.602826 1.100993 1.000784 0.000000
 0.886111 0.698698 0.591326 0.605816 1.101767 1.000773 0.000000
 0.887222 0.701174 0.595215 0.608817 1.102541 1.000763 0.000000
 0.888333 0.703655 0.599101 0.611829 1.103314 1.000752 0.000000
 0.889444 0.706142 0.602986 0.614853 1.104088 1.000742 0.000000
 0.890556 0.708635 0.606868 0.617888 1.104860 1.000732 0.000000
 0.891667 0.711134 0.610749 0.620933 1.105633 1.000722 0.000000
 0.892778 0.713638 0.614627 0.623990 1.106405 1.000711 0.000000
 0.893889 0.716147 0.618503 0.627058 1.107176 1.000701 0.000000
 0.895000 0.718663 0.622377 0.630137 1.107947 1.000691 0.000000
 0.896111 0.721184 0.626248 0.633228 1.108718 1.000681 0.000000
 0.897222 0.723710 0.630117 0.636329 1.109488 1.000671 0.000000
 0.898333 0.726241 0.633983 0.639441 1.110258 1.000661 0.000000
 0.899444 0.728778 0.637847 0.642564 1.111027 1.000652 0.000000
 0.900556 0.731321 0.641708 0.645699 1.111796 1.000642 0.000000
 0.901667 0.733869 0.645566 0.648844 1.112564 1.000632 0.000000
 0.902778 0.736421 0.649422 0.651999 1.113331 1.000622 0.000000
 0.903889 0.738980 0.653275 0.655166 1.114098 1.000613 0.000000
 0.905000 0.741543 0.657124 0.658344 1.114865 1.000603 0.000000
 0.906111 0.744111 0.660971 0.661532 1.115631 1.000594 0.000000
 0.907222 0.746685 0.664815 0.664731 1.116396 1.000584 0.000000
 0.908333 0.749263 0.668656 0.667940 1.117161 1.000575 0.000000
 0.909444 0.751846 0.672493 0.671160 1.117925 1.000566 0.000000
 0.910556 0.754434 0.676327 0.674390 1.118688 1.000556 0.000000
 0.911667 0.757027 0.680157 0.677631 1.119451 1.000547 0.000000
 0.912778 0.759625 0.683984 0.680882 1.120213 1.000538 0.000000
 0.913889 0.762227 0.687808 0.684144 1.120974 1.000529 0.000000
 0.915000 0.764833 0.691627 0.687415 1.121735 1.000520 0.000000
 0.916111 0.767445 0.695443 0.690697 1.122495 1.000511 0.000000
 0.917222 0.770060 0.699255 0.693989 1.123254 1.000502 0.000000
 0.918333 0.772680 0.703062 0.697290 1.124012 1.000493 0.000000
 0.919444 0.775304 0.706866 0.700602 1.124770 1.000484 0.000000
 0.920556 0.777932 0.710665 0.703923 1.125526 1.000476 0.000000
 0.921667 0.780564 0.714459 0.707253 1.126282 1.000467 0.000000
 0.922778 0.783200 0.718249 0.710593 1.127037 1.000458 0.000000
 0.923889 0.785840 0.722035 0.713942 1.127791 1.000450 0.000000
 0.925000 0.788484 0.725815 0.717301 1.128544 1.000441 0.000000
 0.926111 0.791131 0.729590 0.720668 1.129296 1.000433 0.000000
 0.927222 0.793781 0.733360 0.724045 1.130046 1.000424 0.000000
 0.928333 0.796435 0.737125 0.727430 1.130796 1.000416 0.000000
 0.929444 0.799092 0.740885 0.730824 1.131545 1.000408 0.000000
 0.930556 0.801752 0.744638 0.734226 1.132293 1.000399 0.000000
 0.931667 0.804415 0.748386 0.737636 1.133039 1.000391 0.000000
 0.932778 0.807081 0.752128 0.741055 1.133785 1.000383 0.000000
 0.933889 0.809749 0.755863 0.744481 1.134529 1.000375 0.000000
 0.935000 0.812420 0.759592 0.747915 1.135272 1.000367 0.000000
 0.936111 0.815093 0.763315 0.751356 1.136013 1.000359 0.000000
 0.937222 0.817768 0.767030 0.754805 1.136754 1.000351 0.000000
 0.938333 0.820445 0.770738 0.758260 1.137492 1.000344 0.000000
 0.939444 0.823123 0.774440 0.761722 1.138230 1.000336 0.000000
 0.940556 0.825803 0.778133 0.765191 1.138966 1.000328 0.000000
 0.941667 0.828484 0.781819 0.768665 1.139700 1.000321 0.000000
 0.942778 0.831167 0.785496 0.772146 1.140433 1.000313 0.000000
 0.943889 0.833850 0.789165 0.775632 1.141164 1.000306 0.000000
 0.945000 0.836533 0.792826 0.779123 1.141893 1.000298 0.000000
 0.946111 0.839217 0.796477 0.782619 1.142620 1.000291 0.000000
 0.947222 0.841901 0.800119 0.786119 1.143346 1.000284 0.000000
 0.948333 0.844584 0.803752 0.789624 1.144070 1.000276 0.000000
 0.949444 0.847267 0.807374 0.793132 1.144792 1.000269 0.000000
 0.950556 0.849949 0.810987 0.796644 1.145512 1.000262 0.000000
 0.951667 0.852630 0.814588 0.800158 1.146229 1.000255 0.000000
 0.952778 0.855310 0.818179 0.803675 1.146945 1.000248 0.000000
 0.953889 0.857987 0.821758 0.807194 1.147658 1.000241 0.000000
 0.955000 0.860662 0.825325 0.810714 1.148369 1.000235 0.000000
 0.956111 0.863335 0.828879 0.814235 1.149078 1.000228 0.000000
 0.957222 0.866004 0.832421 0.817757 1.149783 1.000221 0.000000
 0.958333 0.868670 0.835950 0.821278 1.150487 1.000215 0.000000
 0.959444 0.871333 0.839465 0.824798 1.151187 1.000208 0.000000
 0.960556 0.873990 0.842965 0.828317 1.151885 1.000202 0.000000
 0.961667 0.876643 0.846451 0.831834 1.152580 1.000195 0.000000
 0.962778 0.879291 0.849922 0.835348 1.153272 1.000189 0.000000
 0.963889 0.881932 0.853376 0.838859 1.153960 1.000183 0.000000
 0.965000 0.884568 0.856814 0.842365 1.154645 1.000177 0.000000
 0.966111 0.887196 0.860234 0.845866 1.155327 1.000171 0.000000
 0.967222 0.889817 0.863637 0.849361 1.156006 1.000165 0.000000
 0.968333 0.892429 0.867021 0.852849 1.156680 1.000159 0.000000
 0.969444 0.895033 0.870386 0.856330 1.157351 1.000153 0.000000
 0.970556 0.897627 0.873730 0.859801 1.158018 1.000148 0.000000
 0.971667 0.900210 0.877054 0.863263 1.158680 1.000142 0.000000
 0.972778 0.902783 0.880356 0.866715 1.159339 1.000136 0.000000
 0.973889 0.905344 0.883636 0.870154 1.159993 1.000131 0.000000
 0.975000 0.907893 0.886892 0.873581 1.160642 1.000126 0.000000
 0.976111 0.910428 0.890124 0.876993 1.161286 1.000121 0.000000
 0.977222 0.912949 0.893330 0.880390 1.161926 1.000115 0.000000
 0.978333 0.915454 0.896510 0.883770 1.162560 1.000110 0.000000
 0.979444 0.917944 0.899663 0.887132 1.163189 1.000105 0.000000
 0.980556 0.920416 0.902788 0.890475 1.163812 1.000101 0.000000
 0.981667 0.922870 0.905883 0.893797 1.164429 1.000096 0.000000
 0.982778 0.925306 0.908948 0.897096 1.165040 1.000091 0.000000
 0.983889 0.927721 0.911981 0.900372 1.165645 1.000087 0.000000
 0.985000 0.930114 0.914981 0.903622 1.166243 1.000082 0.000000
 0.986111 0.932486 0.917947 0.906845 1.166835 1.000078 0.000000
 0.987222 0.934833 0.920877 0.910039 1.167419 1.000074 0.000000
 0.988333 0.937155 0.923771 0.913202 1.167997 1.000070 0.000000
 0.989444 0.939451 0.926627 0.916331 1.168566 1.000066 0.000000
 0.990556 0.941716 0.929448 0.919423 1.169127 1.000062 0.000000
 0.991667 0.943942 0.932241 0.922462 1.169676 1.000059 0.000000
 0.992778 0.946093 0.935046 0.925404 1.170207 1.000055 0.000000
 0.993889 0.948051 0.938007 0.928083 1.170689 1.000052 0.000000
 0.995000 0.949403 0.941630 0.929933 1.171021 1.000049 0.000000
 0.996111 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind) 0.000000
 0.997222 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind) 0.000000
 0.998333 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind) 0.000000
 0.999444 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind) 0.000000
